text,label
"in addition, i want to mention two other opportunities of issuing a cbdc, as for the financial inclusion and the cross-border payments.",Pro-CBDC
"furthermore, a cbdc has the potential to offer improved security as it would rely on some form of identification to initiate payments, making it harder for fraudsters and thieves to carry out illegal activities.",Pro-CBDC
contribute to the improvement of cross-border payments cbdcs could open the way for innovations that improve international payments.,Pro-CBDC
"a cbdc could therefore be a benefit as it could improve an efficient and competitive payments market, reducing the possibility for a private company to create a dominant position.",Pro-CBDC
a wholesale cbdc service based on dlt (i.e.,Pro-CBDC
"a tokenized cbdc) could possibly be developed down the road, if market developments so require2.",Pro-CBDC
"we are also one of the few central banking institutions researching and piloting both wholesale and retail central bank digital currency, or cbdcs.",Pro-CBDC
the platform now has the exibility to allow central banks to easily connect through cbdcs or traditional payment systems.,Pro-CBDC
"10. further, as you are aware, the rbi is currently working towards a phased implementation of the digital rupee (e).",Pro-CBDC
"yesterday (1st november, 2022), we have started our pilot project on wholesale cbdc.",Pro-CBDC
we propose to commence the pilot project for retail cbdcs shortly.,Pro-CBDC
"while at present the federal reserve has neither issued a cbdc nor plans to do so imminently, ongoing research improves our understanding of the risks and opportunities inherent to a cbdc.",Wait-and-See
"additionally, one of the most important aspects in our deliberations is that any form of a cbdc in the future would need to be intermediated.",Wait-and-See
"while the federal reserve has made no decision on whether or how to issue a cbdc, we are actively conducting technical investigations into both retail and wholesale cbdc design.",Wait-and-See
"in the use case they explored, the hamilton team was able to demonstrate the potential for usage at scale, which would 6 be a key design element of a retail cbdc.",Pro-CBDC
"as a complement, and in line with the new york fed's unique role in the federal reserve system with wholesale payments in both domestic payments and foreign exchange, the new york innovation center is researching technical aspects related to wholesale cbdcs.",Pro-CBDC
"project dunbar - a partnership among the bis innovation hub, reserve bank of australia, bank negara malaysia, south africa reserve bank, and mas - has built open-source distributed ledger platforms for international settlements using wholesale central bank digital currencies, or cbdcs.",Pro-CBDC
"mas will be launching project ubin+, a global initiative on the cross-border exchange and settlement of foreign currency transactions using wholesale cbdcs.",Pro-CBDC
mas is working with the central banks of france and switzerland and the bis innovation hub to explore the exchange and settlement of wholesale cbdcs with an automated market maker .,Pro-CBDC
"cbdcs, as direct liabilities of the central bank, marry the advantages of central bank issued cash with the advantages of the blockchain.",Pro-CBDC
"if i can summarise, mas is essentially: discouraging retail investment in cryptocurrencies; facilitating stablecoins through sound regulation; allowing tokenised bank deposits; and experimenting with cbdcs.",Pro-CBDC
